type, degree, size, action, cmp_count, swaps_count, cpu_cycles
vector,2,200,build, 542,143,20493
vector,2,200,pop, 18,7,756
vector,2,200,insert, 3,2,270
vector,2,200,sort, 3070,1208,111591
vector,2,200,build, 515,136,20421
vector,2,200,pop, 18,7,756
vector,2,200,insert, 2,1,171
vector,2,200,sort, 3082,1205,111546
vector,2,300,build, 839,229,30177
vector,2,300,pop, 24,9,909
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5129,1982,180072
vector,2,300,build, 836,227,30645
vector,2,300,pop, 21,8,855
vector,2,300,insert, 3,2,243
vector,2,300,sort, 5151,1979,170433
vector,2,300,build, 823,224,29052
vector,2,300,pop, 21,8,963
vector,2,300,insert, 4,3,369
vector,2,300,sort, 5138,1974,180603
vector,2,300,build, 836,228,31653
vector,2,300,pop, 24,9,1044
vector,2,300,insert, 2,1,171
vector,2,300,sort, 5128,1985,184653
vector,2,300,build, 808,212,28908
vector,2,300,pop, 21,8,783
vector,2,300,insert, 2,1,180
vector,2,300,sort, 5120,1977,175653
vector,2,300,build, 819,221,29907
vector,2,300,pop, 21,8,837
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5143,1981,175347
vector,2,300,build, 832,218,28962
vector,2,300,pop, 21,8,981
vector,2,300,insert, 4,3,369
vector,2,300,sort, 5133,1984,197307
vector,2,300,build, 825,218,30303
vector,2,300,pop, 21,8,927
vector,2,300,insert, 2,1,252
vector,2,300,sort, 5124,1983,183249
vector,2,300,build, 854,240,31887
vector,2,300,pop, 21,8,963
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5168,2004,181215
vector,2,300,build, 842,226,30555
vector,2,300,pop, 21,7,909
vector,2,300,insert, 1,0,117
vector,2,300,sort, 5119,1986,182394
vector,2,300,build, 824,222,30033
vector,2,300,pop, 21,8,792
vector,2,300,insert, 1,0,117
vector,2,300,sort, 5124,1976,182943
vector,2,300,build, 846,244,32247
vector,2,300,pop, 21,8,927
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5142,1986,220743
vector,2,300,build, 798,211,29772
vector,2,300,pop, 23,9,1098
vector,2,300,insert, 3,2,270
vector,2,300,sort, 5098,1953,184464
vector,2,300,build, 812,213,29907
vector,2,300,pop, 21,8,927
vector,2,300,insert, 2,1,153
vector,2,300,sort, 5163,1992,175950
vector,2,300,build, 841,226,30042
vector,2,300,pop, 21,8,999
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5141,1982,182448
vector,2,300,build, 787,202,29241
vector,2,300,pop, 21,8,918
vector,2,300,insert, 5,4,414
vector,2,300,sort, 5129,1974,181494
vector,2,300,build, 805,211,27810
vector,2,300,pop, 21,8,918
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5134,1981,182115
vector,2,300,build, 829,229,30195
vector,2,300,pop, 24,9,981
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5125,1984,178110
vector,2,300,build, 805,218,29196
vector,2,300,pop, 24,9,990
vector,2,300,insert, 2,1,189
vector,2,300,sort, 5153,1991,175104
vector,2,300,build, 813,217,30375
vector,2,300,pop, 21,8,990
vector,2,300,insert, 2,1,198
vector,2,300,sort, 5149,1990,184068
vector,2,300,build, 825,230,30384
vector,2,300,pop, 21,7,837
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5146,1986,175599
vector,2,300,build, 845,229,343233
vector,2,300,pop, 21,8,909
vector,2,300,insert, 3,2,324
vector,2,300,sort, 5150,1989,183546
vector,2,300,build, 840,226,30258
vector,2,300,pop, 21,8,963
vector,2,300,insert, 1,0,72
vector,2,300,sort, 5090,1959,180567
vector,2,300,build, 832,230,31500
vector,2,300,pop, 21,8,1053
vector,2,300,insert, 2,1,198
vector,2,300,sort, 5139,1984,174906
vector,2,300,build, 827,225,30258
vector,2,300,pop, 24,9,927
vector,2,300,insert, 5,4,369
vector,2,300,sort, 5130,1979,182790
vector,2,300,build, 824,216,30447
vector,2,300,pop, 24,9,999
vector,2,300,insert, 1,0,81
vector,2,300,sort, 5130,1979,180450
vector,2,300,build, 833,230,30708
vector,2,300,pop, 21,8,873
vector,2,300,insert, 3,2,288
vector,2,300,sort, 5104,1962,174429
vector,2,300,build, 829,215,30573
vector,2,300,pop, 21,8,972
vector,2,300,insert, 2,1,171
vector,2,300,sort, 5122,1972,182610
vector,2,300,build, 851,233,31077
vector,2,300,pop, 21,8,792
vector,2,300,insert, 3,2,342
vector,2,300,sort, 5136,1977,227682
vector,2,300,build, 817,213,30609
vector,2,300,pop, 21,8,936
vector,2,300,insert, 1,0,126
vector,2,300,sort, 5126,1987,184815
vector,2,300,build, 845,230,31815
vector,2,300,pop, 24,9,963
vector,2,300,insert, 4,3,297
vector,2,300,sort, 5122,1978,173961
vector,2,300,build, 822,216,30042
vector,2,300,pop, 21,8,999
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5144,1978,175086
vector,2,300,build, 810,213,29043
vector,2,300,pop, 21,7,846
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5169,1997,180441
vector,2,300,build, 796,205,29583
vector,2,300,pop, 21,8,972
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5142,1989,186705
vector,2,300,build, 817,220,29925
vector,2,300,pop, 21,8,882
vector,2,300,insert, 2,1,198
vector,2,300,sort, 5142,1988,181071
vector,2,300,build, 823,216,31014
vector,2,300,pop, 21,8,954
vector,2,300,insert, 3,2,306
vector,2,300,sort, 5154,1996,181386
vector,2,300,build, 832,226,31725
vector,2,300,pop, 21,7,837
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5147,1986,182754
vector,2,300,build, 831,217,30258
vector,2,300,pop, 21,8,936
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5115,1981,181863
vector,2,300,build, 829,226,31050
vector,2,300,pop, 21,7,909
vector,2,300,insert, 1,0,117
vector,2,300,sort, 5166,1995,214047
vector,2,300,build, 805,215,30258
vector,2,300,pop, 21,8,981
vector,2,300,insert, 2,1,207
vector,2,300,sort, 5136,1988,172836
vector,2,300,build, 804,216,32364
vector,2,300,pop, 21,7,684
vector,2,300,insert, 1,0,117
vector,2,300,sort, 5135,1985,176562
vector,2,300,build, 828,224,30933
vector,2,300,pop, 21,7,882
vector,2,300,insert, 2,1,171
vector,2,300,sort, 5131,1986,183573
vector,2,300,build, 821,212,30267
vector,2,300,pop, 21,8,909
vector,2,300,insert, 3,2,288
vector,2,300,sort, 5136,1977,183348
vector,2,300,build, 823,223,30555
vector,2,300,pop, 21,8,891
vector,2,300,insert, 4,3,306
vector,2,300,sort, 5130,1984,178902
vector,2,300,build, 815,208,29943
vector,2,300,pop, 21,8,1035
vector,2,300,insert, 2,1,171
vector,2,300,sort, 5120,1970,229194
vector,2,300,build, 846,229,31032
vector,2,300,pop, 21,8,927
vector,2,300,insert, 1,0,81
vector,2,300,sort, 5150,1993,180963
vector,2,300,build, 833,229,30681
vector,2,300,pop, 21,8,909
vector,2,300,insert, 1,0,117
vector,2,300,sort, 5149,1990,175590
vector,2,300,build, 799,213,29367
vector,2,300,pop, 21,8,765
vector,2,300,insert, 2,1,216
vector,2,300,sort, 5097,1963,180801
vector,2,300,build, 839,219,30303
vector,2,300,pop, 24,9,954
vector,2,300,insert, 3,2,261
vector,2,300,sort, 5147,1978,175068
vector,2,300,build, 791,210,28980
vector,2,300,pop, 21,8,927
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5134,1995,182376
vector,2,300,build, 827,227,31068
vector,2,300,pop, 21,8,945
vector,2,300,insert, 5,4,387
vector,2,300,sort, 5136,1976,170910
vector,2,300,build, 848,227,29556
vector,2,300,pop, 21,8,900
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5120,1973,182898
vector,2,300,build, 818,223,30735
vector,2,300,pop, 21,8,981
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5145,1985,175698
vector,2,300,build, 827,224,29997
vector,2,300,pop, 21,8,981
vector,2,300,insert, 5,4,351
vector,2,300,sort, 5155,1993,182151
vector,2,300,build, 802,210,28755
vector,2,300,pop, 21,8,972
vector,2,300,insert, 6,5,441
vector,2,300,sort, 5153,1995,177561
vector,2,300,build, 829,220,31689
vector,2,300,pop, 21,8,873
vector,2,300,insert, 4,3,306
vector,2,300,sort, 5120,1978,220878
vector,2,300,build, 808,220,30447
vector,2,300,pop, 24,9,873
vector,2,300,insert, 3,2,288
vector,2,300,sort, 5141,1984,249750
vector,2,300,build, 824,225,30978
vector,2,300,pop, 21,8,936
vector,2,300,insert, 5,4,342
vector,2,300,sort, 5141,1986,179208
vector,2,300,build, 814,206,29475
vector,2,300,pop, 21,8,891
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5148,1984,211257
vector,2,300,build, 824,219,30483
vector,2,300,pop, 21,8,999
vector,2,300,insert, 2,1,189
vector,2,300,sort, 5160,1987,220428
vector,2,300,build, 805,210,29916
vector,2,300,pop, 21,8,945
vector,2,300,insert, 7,6,450
vector,2,300,sort, 5131,1971,179784
vector,2,300,build, 843,233,31887
vector,2,300,pop, 21,8,882
vector,2,300,insert, 2,1,198
vector,2,300,sort, 5150,1990,213777
vector,2,300,build, 821,226,31095
vector,2,300,pop, 21,8,765
vector,2,300,insert, 4,3,306
vector,2,300,sort, 5116,1974,183942
vector,2,300,build, 826,222,30015
vector,2,300,pop, 24,9,999
vector,2,300,insert, 1,0,117
vector,2,300,sort, 5145,1994,181476
vector,2,300,build, 824,230,31050
vector,2,300,pop, 21,8,972
vector,2,300,insert, 2,1,207
vector,2,300,sort, 5154,1987,247014
vector,2,300,build, 842,232,30924
vector,2,300,pop, 21,8,900
vector,2,300,insert, 2,1,198
vector,2,300,sort, 5140,1990,178776
vector,2,300,build, 848,241,32742
vector,2,300,pop, 21,8,900
vector,2,300,insert, 4,3,333
vector,2,300,sort, 5130,1981,177471
vector,2,300,build, 821,225,31698
vector,2,300,pop, 21,8,936
vector,2,300,insert, 2,1,189
vector,2,300,sort, 5160,1984,178290
vector,2,300,build, 827,222,31059
vector,2,300,pop, 21,8,927
vector,2,300,insert, 7,6,477
vector,2,300,sort, 5117,1978,174645
vector,2,300,build, 834,227,31356
vector,2,300,pop, 21,8,945
vector,2,300,insert, 2,1,207
vector,2,300,sort, 5143,1990,183231
vector,2,300,build, 824,224,30312
vector,2,300,pop, 21,7,990
vector,2,300,insert, 1,0,81
vector,2,300,sort, 5129,1979,171018
vector,2,300,build, 835,222,31005
vector,2,300,pop, 21,8,936
vector,2,300,insert, 2,1,171
vector,2,300,sort, 5121,1984,178200
vector,2,300,build, 812,224,29682
vector,2,300,pop, 21,8,963
vector,2,300,insert, 1,0,81
vector,2,300,sort, 5123,1977,181125
vector,2,300,build, 794,212,28368
vector,2,300,pop, 21,8,972
vector,2,300,insert, 7,6,387
vector,2,300,sort, 5146,1987,184275
vector,2,300,build, 838,231,30852
vector,2,300,pop, 23,9,1107
vector,2,300,insert, 7,6,387
vector,2,300,sort, 5128,1984,186282
vector,2,300,build, 833,229,31365
vector,2,300,pop, 21,8,936
vector,2,300,insert, 2,1,216
vector,2,300,sort, 5160,1989,180549
vector,2,300,build, 827,224,28467
vector,2,300,pop, 24,9,1062
vector,2,300,insert, 5,4,360
vector,2,300,sort, 5127,1971,182259
vector,2,300,build, 815,215,29232
vector,2,300,pop, 21,8,981
vector,2,300,insert, 2,1,198
vector,2,300,sort, 5127,1986,179883
vector,2,300,build, 838,226,30159
vector,2,300,pop, 21,8,882
vector,2,300,insert, 2,1,162
vector,2,300,sort, 5094,1953,178533
vector,2,300,build, 803,204,28215
vector,2,300,pop, 24,9,828
vector,2,300,insert, 6,5,423
vector,2,300,sort, 5081,1956,174393
vector,2,300,build, 808,219,30582
vector,2,300,pop, 21,8,918
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5127,1985,217809
vector,2,300,build, 823,221,29808
vector,2,300,pop, 24,8,963
vector,2,300,insert, 4,3,306
vector,2,300,sort, 5136,1978,183024
vector,2,300,build, 823,234,31923
vector,2,300,pop, 21,8,990
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5172,1995,218718
vector,2,300,build, 797,210,27873
vector,2,300,pop, 24,9,999
vector,2,300,insert, 2,1,216
vector,2,300,sort, 5135,1987,186219
vector,2,300,build, 826,220,31887
vector,2,300,pop, 21,8,990
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5134,1988,215118
vector,2,300,build, 838,231,31707
vector,2,300,pop, 21,8,918
vector,2,300,insert, 4,3,387
vector,2,300,sort, 5104,1973,217530
vector,2,300,build, 813,206,29547
vector,2,300,pop, 21,8,792
vector,2,300,insert, 1,0,117
vector,2,300,sort, 5152,1988,200448
vector,2,300,build, 841,221,30186
vector,2,300,pop, 24,8,1017
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5159,1989,184410
vector,2,300,build, 844,241,30411
vector,2,300,pop, 21,8,918
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5162,2004,190935
vector,2,300,build, 817,217,30915
vector,2,300,pop, 21,8,963
vector,2,300,insert, 1,0,117
vector,2,300,sort, 5158,1997,175536
vector,2,300,build, 833,220,29853
vector,2,300,pop, 21,8,972
vector,2,300,insert, 6,5,405
vector,2,300,sort, 5109,1977,175167
vector,2,300,build, 846,234,33246
vector,2,300,pop, 21,8,936
vector,2,300,insert, 3,2,306
vector,2,300,sort, 5130,1983,174708
vector,2,300,build, 836,223,30906
vector,2,300,pop, 21,8,837
vector,2,300,insert, 1,0,108
vector,2,300,sort, 5105,1971,177813
vector,2,300,build, 839,221,31158
vector,2,300,pop, 21,8,999
vector,2,300,insert, 3,2,261
vector,2,300,sort, 5142,1984,184815
vector,2,300,build, 830,225,30006
vector,2,300,pop, 21,8,963
vector,2,300,insert, 6,5,405
vector,2,300,sort, 5131,1977,186039
vector,2,300,build, 829,218,30420
vector,2,300,pop, 21,8,927
vector,2,300,insert, 5,4,324
vector,2,300,sort, 5149,1985,178317
vector,2,300,build, 852,241,31743
vector,2,300,pop, 24,9,828
vector,2,300,insert, 3,2,261
vector,2,300,sort, 5142,1985,183789
vector,2,300,build, 818,212,29052
vector,2,300,pop, 24,9,954
vector,2,300,insert, 4,3,333
vector,2,300,sort, 5136,1984,174276
vector,2,300,build, 826,224,31518
vector,2,300,pop, 18,7,801
vector,2,300,insert, 5,4,405
vector,2,300,sort, 5120,1970,180576
vector,2,300,build, 815,219,29853
vector,2,300,pop, 21,7,837
vector,2,300,insert, 2,1,171
vector,2,300,sort, 5147,1986,183213
vector,2,400,build, 1097,291,40383
vector,2,400,pop, 24,9,1035
vector,2,400,insert, 5,4,360
vector,2,400,sort, 7354,2810,257679
vector,2,400,build, 1094,292,39690
vector,2,400,pop, 24,9,1062
vector,2,400,insert, 1,0,117
vector,2,400,sort, 7389,2833,278136
vector,2,400,build, 1099,293,39321
vector,2,400,pop, 21,8,999
vector,2,400,insert, 7,6,432
vector,2,400,sort, 7347,2820,269055
vector,2,400,build, 1096,295,40014
vector,2,400,pop, 24,9,1017
vector,2,400,insert, 1,0,117
vector,2,400,sort, 7345,2807,259209
vector,2,400,build, 1095,282,40878
vector,2,400,pop, 21,8,963
vector,2,400,insert, 1,0,81
vector,2,400,sort, 7353,2818,258957
vector,2,400,build, 1102,296,40032
vector,2,400,pop, 24,8,990
vector,2,400,insert, 6,5,423
vector,2,400,sort, 7379,2826,250560
vector,2,400,build, 1108,285,39105
vector,2,400,pop, 21,8,954
vector,2,400,insert, 3,2,207
vector,2,400,sort, 7323,2797,262035
vector,2,400,build, 1097,288,39096
vector,2,400,pop, 21,8,918
vector,2,400,insert, 4,3,306
vector,2,400,sort, 7354,2809,254124
vector,2,400,build, 1106,297,38772
vector,2,400,pop, 21,8,945
vector,2,400,insert, 4,3,369
vector,2,400,sort, 7381,2825,249804
vector,2,400,build, 1106,298,40230
vector,2,400,pop, 21,8,963
vector,2,400,insert, 1,0,108
vector,2,400,sort, 7361,2813,294251
vector,2,400,build, 1120,297,39816
vector,2,400,pop, 24,9,1035
vector,2,400,insert, 1,0,108
vector,2,400,sort, 7314,2793,258228
vector,2,400,build, 1127,300,41391
vector,2,400,pop, 24,9,981
vector,2,400,insert, 2,1,171
vector,2,400,sort, 7351,2810,247752
vector,2,400,build, 1100,291,38898
vector,2,400,pop, 24,9,1071
vector,2,400,insert, 1,0,108
vector,2,400,sort, 7370,2818,251163
vector,2,400,build, 1108,306,40473
vector,2,400,pop, 21,8,900
vector,2,400,insert, 2,1,207
vector,2,400,sort, 7381,2814,261765
vector,2,400,build, 1098,283,38691
vector,2,400,pop, 21,8,963
vector,2,400,insert, 1,0,117
vector,2,400,sort, 7371,2802,254232
vector,2,400,build, 1088,294,40293
vector,2,400,pop, 24,8,909
vector,2,400,insert, 1,0,108
vector,2,400,sort, 7349,2804,252945
vector,2,400,build, 1123,301,39555
vector,2,400,pop, 21,8,999
vector,2,400,insert, 4,3,342
vector,2,400,sort, 7340,2809,258633
vector,2,400,build, 1142,313,42264
vector,2,400,pop, 24,8,981
vector,2,400,insert, 1,0,108
vector,2,400,sort, 7359,2809,261810
vector,2,400,build, 1114,299,39699
vector,2,400,pop, 24,9,1062
vector,2,400,insert, 1,0,99
vector,2,400,sort, 7326,2802,254691
vector,2,400,build, 1133,312,39024
vector,2,400,pop, 24,9,1134
vector,2,400,insert, 4,3,324
vector,2,400,sort, 7357,2811,257247
vector,2,400,build, 1114,308,39033
vector,2,400,pop, 21,8,1107
vector,2,400,insert, 1,0,108
vector,2,400,sort, 7376,2829,258381
vector,2,400,build, 1106,298,40950
vector,2,400,pop, 21,8,927
vector,2,400,insert, 1,0,72
vector,2,400,sort, 7347,2822,261765
vector,2,400,build, 1130,313,40437
vector,2,400,pop, 24,9,963
vector,2,400,insert, 1,0,108
vector,2,400,sort, 7353,2822,256860
vector,2,400,build, 1112,295,38889
vector,2,400,pop, 21,8,972
vector,2,400,insert, 1,0,108
vector,2,400,sort, 7321,2806,257832
vector,2,400,build, 1088,288,39753
vector,2,400,pop, 21,8,999
vector,2,400,insert, 4,3,378
vector,2,400,sort, 7351,2809,365346
vector,2,400,build, 1093,292,39132
vector,2,400,pop, 24,9,864
vector,2,400,insert, 2,1,171
vector,2,400,sort, 7372,2819,252441
vector,2,400,build, 1124,304,42291
vector,2,400,pop, 24,8,963
vector,2,400,insert, 2,1,243
vector,2,400,sort, 7353,2810,263988
vector,2,400,build, 1146,321,42597
vector,2,400,pop, 24,9,1206
vector,2,400,insert, 1,0,108
vector,2,400,sort, 7379,2822,344889
vector,2,400,build, 1136,314,42660
vector,2,400,pop, 24,9,954
vector,2,400,insert, 1,0,81
vector,2,400,sort, 7368,2819,262917
vector,2,400,build, 1112,307,41157
vector,2,400,pop, 21,7,1026
vector,2,400,insert, 1,0,81
vector,2,400,sort, 7373,2818,249255
vector,2,400,build, 1094,276,39420
vector,2,400,pop, 24,9,936
vector,2,400,insert, 1,0,81
vector,2,400,sort, 7361,2822,265023
vector,2,400,build, 1124,298,40284
vector,2,400,pop, 21,8,954
vector,2,400,insert, 3,2,279
vector,2,400,sort, 7356,2818,256617
vector,2,400,build, 1118,288,41670
vector,2,400,pop, 24,9,945
vector,2,400,insert, 4,3,351
vector,2,400,sort, 7362,2798,248490
vector,2,400,build, 1102,299,38259
vector,2,400,pop, 24,8,981
vector,2,400,insert, 1,0,117
vector,2,400,sort, 7400,2824,254511
vector,2,400,build, 1139,311,40671
vector,2,400,pop, 24,9,1080
vector,2,400,insert, 3,2,315
vector,2,400,sort, 7376,2823,260406
vector,2,400,build, 1124,319,40239
vector,2,400,pop, 21,8,963
vector,2,400,insert, 4,3,351
vector,2,400,sort, 7325,2792,257976
vector,2,400,build, 1088,288,40392
vector,2,400,pop, 21,8,954
vector,2,400,insert, 2,1,198
vector,2,400,sort, 7361,2821,260613
vector,2,400,build, 1093,307,40671
vector,2,400,pop, 24,9,900
vector,2,400,insert, 3,2,243
vector,2,400,sort, 7359,2807,256698
vector,2,400,build, 1098,293,40140
vector,2,400,pop, 24,9,1098
vector,2,400,insert, 1,0,108
vector,2,400,sort, 7364,2822,263700
vector,2,400,build, 1130,304,38745
vector,2,400,pop, 21,8,972
vector,2,400,insert, 1,0,108
vector,2,400,sort, 7332,2795,245880
vector,2,400,build, 1121,316,40860
vector,2,400,pop, 24,9,999
vector,2,400,insert, 1,0,108
vector,2,400,sort, 7420,2842,264375
vector,2,400,build, 1112,306,40293
vector,2,400,pop, 24,9,1143
vector,2,400,insert, 1,0,99
vector,2,400,sort, 7388,2821,259533
vector,2,400,build, 1102,298,38223
vector,2,400,pop, 21,8,909
vector,2,400,insert, 1,0,99
vector,2,400,sort, 7347,2798,261774
vector,2,400,build, 1097,280,39096
vector,2,400,pop, 24,9,1188
vector,2,400,insert, 2,1,225
vector,2,400,sort, 7315,2799,249372
vector,2,400,build, 1078,270,39519
vector,2,400,pop, 21,7,891
vector,2,400,insert, 1,0,90
vector,2,400,sort, 7362,2816,263664
vector,2,400,build, 1112,296,39636
vector,2,400,pop, 21,8,990
vector,2,400,insert, 1,0,99
vector,2,400,sort, 7342,2799,260109
vector,2,400,build, 1100,289,39348
vector,2,400,pop, 24,9,1017
vector,2,400,insert, 1,0,99
vector,2,400,sort, 7326,2798,255177
vector,2,400,build, 1094,295,39825
vector,2,400,pop, 21,8,846
vector,2,400,insert, 2,1,198
vector,2,400,sort, 7374,2811,258111
vector,2,400,build, 1130,302,39735
vector,2,400,pop, 24,8,945
vector,2,400,insert, 1,0,90
vector,2,400,sort, 7343,2795,250749
vector,2,400,build, 1115,295,38628
vector,2,400,pop, 21,8,873
vector,2,400,insert, 3,2,315
vector,2,400,sort, 7378,2811,258750
vector,2,400,build, 1111,305,39861
vector,2,400,pop, 24,9,1107
vector,2,400,insert, 2,1,171
vector,2,400,sort, 7340,2800,258273
vector,2,400,build, 1104,295,39726
vector,2,400,pop, 24,9,1080
vector,2,400,insert, 1,0,117
vector,2,400,sort, 7357,2809,261693
vector,2,400,build, 1124,315,41274
vector,2,400,pop, 21,8,918
vector,2,400,insert, 3,2,279
vector,2,400,sort, 7377,2826,261972
vector,2,400,build, 1133,313,65767
vector,2,400,pop, 21,8,1017
vector,2,400,insert, 2,1,207
vector,2,400,sort, 7346,2808,259434
vector,2,400,build, 1108,298,41202
vector,2,400,pop, 24,9,990
vector,2,400,insert, 1,0,108
vector,2,400,sort, 7317,2787,254799
vector,2,400,build, 1082,270,38934
vector,2,400,pop, 23,9,1026
vector,2,400,insert, 1,0,90
vector,2,400,sort, 7356,2811,258057
vector,2,400,build, 1076,290,40095
vector,2,400,pop, 21,8,981
vector,2,400,insert, 7,6,468
vector,2,400,sort, 7367,2809,262746
vector,2,400,build, 1090,290,39132
vector,2,400,pop, 21,8,963
vector,2,400,insert, 7,6,495
vector,2,400,sort, 7326,2803,252315
vector,2,400,build, 1121,312,40869
vector,2,400,pop, 24,9,1017
vector,2,400,insert, 4,3,342
